Dt_name Cre_transcriptID	Cre_transcript	E_value	Cre_geneID
Locus_7663_Transcript_1/1_Confidence_1.000_Length_1673	CHLREDRAFT_128430	0.0	estExt_gwp_1H.C_130168
Locus_7670_Transcript_5/7_Confidence_0.370_Length_2410	CHLREDRAFT_288841	3e-38	au.g6978_t1
Locus_7673_Transcript_1/1_Confidence_1.000_Length_1284	CHLREDRAFT_342765	6e-131	estExt_fgenesh1_pg.C_chromosome_20273
Locus_7674_Transcript_3/3_Confidence_0.600_Length_3418	CHLREDRAFT_425097	5e-69	pasa_Sanger_mRNA6863
Locus_7675_Transcript_1/1_Confidence_1.000_Length_1930	CHLREDRAFT_189706	1e-79	estExt_fgenesh2_pg.C_10085
Locus_7676_Transcript_2/2_Confidence_0.833_Length_2690	CHLREDRAFT_400527	3e-169	pasa_Sanger_mRNA26529
Locus_7678_Transcript_1/1_Confidence_1.000_Length_1014	CHLREDRAFT_420162	7e-18	pasa_Sanger_mRNA23772
Locus_7679_Transcript_1/2_Confidence_0.750_Length_2619	CHLREDRAFT_133199	0.0	estExt_gwp_1H.C_890007
Locus_7682_Transcript_1/1_Confidence_1.000_Length_1360	CHLREDRAFT_205904	3e-85	SKA_Chlre2_kg.scaffold_40000074
Locus_7691_Transcript_3/3_Confidence_0.889_Length_977	CHLREDRAFT_186616	3e-80	estExt_fgenesh2_pg.C_70324
Locus_7692_Transcript_1/1_Confidence_1.000_Length_680	CHLREDRAFT_380271	6e-38	estExt_fgenesh1_pm.C_chromosome_120477
Locus_7696_Transcript_1/2_Confidence_0.667_Length_1299	CHLREDRAFT_331041	4e-31	pg.chromosome_13_#_129
Locus_7698_Transcript_1/1_Confidence_1.000_Length_2233	CHLREDRAFT_404430	1e-116	pasa_Sanger_mRNA1607
Locus_7699_Transcript_1/1_Confidence_1.000_Length_1779	CHLREDRAFT_283901	3e-14	au.g2357_t1
Locus_7705_Transcript_3/3_Confidence_0.600_Length_2254	CHLREDRAFT_188207	0.0	estExt_fgenesh2_pg.C_90160
Locus_7707_Transcript_1/1_Confidence_1.000_Length_775	CHLREDRAFT_12663	1e-55	fgenesh1_pg.C_scaffold_1000502
Locus_7710_Transcript_1/1_Confidence_1.000_Length_265	CHLREDRAFT_174839	7e-36	fgenesh2_pg.C_scaffold_26000221
Locus_7712_Transcript_1/1_Confidence_1.000_Length_2027	CHLREDRAFT_151329	2e-07	Chlre2_kg.scaffold_38000067
Locus_7714_Transcript_1/1_Confidence_1.000_Length_786	CHLREDRAFT_188780	3e-09	estExt_fgenesh2_pg.C_110350
Locus_7715_Transcript_2/2_Confidence_0.556_Length_2010	CHLREDRAFT_145987	2e-131	Chlre2_kg.scaffold_16000078
Locus_7716_Transcript_1/1_Confidence_1.000_Length_1198	CHLREDRAFT_191679	1e-65	estExt_fgenesh2_pg.C_260105
Locus_7718_Transcript_1/1_Confidence_1.000_Length_1345	CHLREDRAFT_283167	1e-108	au.g1674_t1
Locus_7724_Transcript_1/1_Confidence_1.000_Length_1758	CHLREDRAFT_196080	2e-73	SAN_fgenesh2_pg.C_scaffold_45000013
Locus_7729_Transcript_1/1_Confidence_1.000_Length_1084	CHLREDRAFT_146577	7e-37	Chlre2_kg.scaffold_1000401
Locus_7733_Transcript_1/1_Confidence_1.000_Length_1314	CHLREDRAFT_398825	3e-35	pasa_Sanger_mRNA32957
Locus_7734_Transcript_1/1_Confidence_1.000_Length_1695	CHLREDRAFT_205932	2e-68	SKA_fgenesh2_pg.C_scaffold_9000300
Locus_7735_Transcript_3/4_Confidence_0.444_Length_2248	CHLREDRAFT_145701	6e-12	Chlre2_kg.scaffold_15000015
Locus_7737_Transcript_3/3_Confidence_0.714_Length_762	CHLREDRAFT_130885	3e-46	estExt_gwp_1H.C_270160
Locus_7740_Transcript_1/1_Confidence_1.000_Length_1078	CHLREDRAFT_378780	3e-76	estExt_fgenesh1_pm.C_chromosome_70096
Locus_7741_Transcript_1/2_Confidence_0.750_Length_2025	CHLREDRAFT_394890	2e-16	pasa_Sanger_mRNA13034
Locus_7754_Transcript_1/1_Confidence_1.000_Length_618	CHLREDRAFT_284877	2e-43	au.g3266_t1
Locus_7755_Transcript_1/2_Confidence_0.667_Length_1732	CHLREDRAFT_412182	7e-164	pasa_Sanger_mRNA11936
Locus_7756_Transcript_1/1_Confidence_1.000_Length_1536	CHLREDRAFT_147970	2e-74	Chlre2_kg.scaffold_20000112
Locus_7770_Transcript_1/1_Confidence_1.000_Length_712	CHLREDRAFT_153681	5e-17	Chlre2_kg.scaffold_66000010
Locus_7775_Transcript_1/2_Confidence_0.900_Length_1751	CHLREDRAFT_194093	0.0	estExt_fgenesh2_pg.C_550001
Locus_7778_Transcript_1/1_Confidence_1.000_Length_1460	CHLREDRAFT_342455	6e-41	estExt_fgenesh1_pg.C_chromosome_10763
Locus_7783_Transcript_4/4_Confidence_0.500_Length_1315	CHLREDRAFT_105088	3e-64	e_gwH.32.95.1
Locus_7790_Transcript_2/2_Confidence_0.750_Length_433	CHLREDRAFT_143909	4e-36	Chlre2_kg.scaffold_9000140
Locus_7796_Transcript_2/2_Confidence_0.750_Length_1097	CHLREDRAFT_136822	4e-89	estExt_gwp_1W.C_10742
Locus_7797_Transcript_2/2_Confidence_0.909_Length_1334	CHLREDRAFT_422313	6e-33	pasa_Sanger_mRNA4061
Locus_7798_Transcript_3/3_Confidence_0.750_Length_2623	CHLREDRAFT_140639	0.0	estExt_gwp_1W.C_860003
Locus_7802_Transcript_1/1_Confidence_1.000_Length_1448	CHLREDRAFT_95558	3e-118	fgenesh1_est.C_scaffold_31000005
Locus_7805_Transcript_1/1_Confidence_1.000_Length_889	CHLREDRAFT_182513	2e-19	estExt_fgenesh2_kg.C_60109
Locus_7810_Transcript_1/1_Confidence_1.000_Length_1756	CHLREDRAFT_182738	6e-108	estExt_fgenesh2_kg.C_20104
Locus_7811_Transcript_1/2_Confidence_0.667_Length_1264	CHLREDRAFT_22211	7e-14	fgenesh1_pg.C_scaffold_94000028
Locus_7822_Transcript_2/2_Confidence_0.500_Length_1934	CHLREDRAFT_154289	4e-20	Chlre2_kg.scaffold_79000047
Locus_7828_Transcript_1/1_Confidence_1.000_Length_1477	CHLREDRAFT_407320	3e-145	pasa_Sanger_mRNA53
Locus_7831_Transcript_1/1_Confidence_1.000_Length_2546	CHLREDRAFT_285089	0.0	au.g3464_t1
Locus_7833_Transcript_1/2_Confidence_0.667_Length_838	CHLREDRAFT_182571	6e-52	estExt_fgenesh2_kg.C_40055
Locus_7836_Transcript_1/1_Confidence_1.000_Length_1346	CHLREDRAFT_405466	9e-102	pasa_Sanger_mRNA1661
Locus_7837_Transcript_3/3_Confidence_0.667_Length_1007	CHLREDRAFT_381265	6e-38	estExt_fgenesh1_pm.C_chromosome_160117
Locus_7844_Transcript_1/1_Confidence_1.000_Length_1167	CHLREDRAFT_420980	7e-18	pasa_Sanger_mRNA5112
Locus_7847_Transcript_1/1_Confidence_1.000_Length_999	CHLREDRAFT_195511	2e-23	SAN_42561797
Locus_7851_Transcript_1/2_Confidence_0.750_Length_1486	CHLREDRAFT_192551	0.0	estExt_fgenesh2_pg.C_310010
Locus_7856_Transcript_1/1_Confidence_1.000_Length_844	CHLREDRAFT_119724	2e-48	e_gwW.32.121.1
Locus_7857_Transcript_1/1_Confidence_1.000_Length_1382	CHLREDRAFT_95928	2e-47	fgenesh1_est.C_scaffold_45000014
Locus_7865_Transcript_1/1_Confidence_1.000_Length_1377	CHLREDRAFT_142643	9e-32	Chlre2_kg.scaffold_6000133
Locus_7867_Transcript_1/1_Confidence_1.000_Length_497	CHLREDRAFT_294459	2e-32	au.g12217_t1
Locus_7878_Transcript_1/1_Confidence_1.000_Length_1265	CHLREDRAFT_123392	6e-56	e_gwW.85.15.1
Locus_7883_Transcript_1/1_Confidence_1.000_Length_1382	CHLREDRAFT_182824	5e-107	estExt_fgenesh2_kg.C_90049
Locus_7885_Transcript_1/1_Confidence_1.000_Length_1533	CHLREDRAFT_123048	1e-158	e_gwW.79.18.1
Locus_7887_Transcript_1/1_Confidence_1.000_Length_1233	CHLREDRAFT_319615	2e-22	kg.chromosome_17_#_21_#_TC44464
Locus_7888_Transcript_1/1_Confidence_1.000_Length_1779	CHLREDRAFT_391663	9e-19	pasa_Sanger_mRNA29176
Locus_7895_Transcript_1/1_Confidence_1.000_Length_721	CHLREDRAFT_170508	2e-13	fgenesh2_pg.C_scaffold_13000259
Locus_7896_Transcript_2/2_Confidence_0.875_Length_2942	CHLREDRAFT_143516	0.0	Chlre2_kg.scaffold_2000244
Locus_7899_Transcript_1/1_Confidence_1.000_Length_1028	CHLREDRAFT_321333	4e-13	kg.18_#_170_#_859733:6
Locus_7907_Transcript_1/2_Confidence_0.800_Length_1814	CHLREDRAFT_343384	7e-37	estExt_fgenesh1_pg.C_chromosome_30250
Locus_7908_Transcript_2/5_Confidence_0.730_Length_1595	CHLREDRAFT_182241	2e-131	estExt_fgenesh2_kg.C_50155
Locus_7909_Transcript_1/1_Confidence_1.000_Length_1400	CHLREDRAFT_145250	9e-75	Chlre2_kg.scaffold_13000163
Locus_7911_Transcript_1/2_Confidence_0.889_Length_1677	CHLREDRAFT_157945	3e-121	acegs_kg.scaffold_22000005
Locus_7915_Transcript_1/5_Confidence_0.310_Length_2330	CHLREDRAFT_285809	2e-114	au.g4141_t1
Locus_7923_Transcript_1/1_Confidence_1.000_Length_1672	CHLREDRAFT_142496	9e-145	Chlre2_kg.scaffold_3000469
Locus_7925_Transcript_2/3_Confidence_0.375_Length_482	CHLREDRAFT_425404	1e-11	pasa_Sanger_mRNA8959
Locus_7928_Transcript_1/1_Confidence_1.000_Length_1634	CHLREDRAFT_112378	3e-135	e_gwW.3.504.1
Locus_7930_Transcript_1/1_Confidence_1.000_Length_1194	CHLREDRAFT_519	0.0	fgenesh1_pm.C_scaffold_31000006
Locus_7933_Transcript_6/9_Confidence_0.077_Length_508	CHLREDRAFT_285435	2e-07	au.g3790_t1
Locus_7936_Transcript_1/1_Confidence_1.000_Length_2522	CHLREDRAFT_99736	1e-171	e_gwH.10.226.1
Locus_7942_Transcript_1/1_Confidence_1.000_Length_527	CHLREDRAFT_112316	4e-33	e_gwW.3.596.1
Locus_7949_Transcript_1/1_Confidence_1.000_Length_1069	CHLREDRAFT_182267	1e-10	estExt_fgenesh2_kg.C_30018
Locus_7951_Transcript_1/1_Confidence_1.000_Length_911	CHLREDRAFT_392325	3e-16	pasa_Sanger_mRNA29964
Locus_7954_Transcript_1/1_Confidence_1.000_Length_1134	CHLREDRAFT_206659	2e-16	JUM_168417
Locus_7957_Transcript_1/1_Confidence_1.000_Length_957	CHLREDRAFT_327503	6e-20	pg.chromosome_7_#_13
Locus_7959_Transcript_1/1_Confidence_1.000_Length_718	CHLREDRAFT_54440	5e-15	estExt_GenewiseH_1.C_60236
Locus_7961_Transcript_1/2_Confidence_0.875_Length_1508	CHLREDRAFT_393654	4e-45	pasa_Sanger_mRNA5865
Locus_7962_Transcript_3/3_Confidence_0.800_Length_4027	CHLREDRAFT_412605	3e-109	pasa_Sanger_mRNA10623
Locus_7964_Transcript_1/3_Confidence_0.545_Length_778	CHLREDRAFT_317011	2e-22	kg.chromosome_13_#_1156_#_chlre3.38.102.1.5
Locus_7971_Transcript_1/1_Confidence_1.000_Length_639	CHLREDRAFT_145032	8e-15	Chlre2_kg.scaffold_12000226
Locus_7972_Transcript_1/1_Confidence_1.000_Length_1324	CHLREDRAFT_284590	6e-108	au.g2997_t1
Locus_7975_Transcript_1/1_Confidence_1.000_Length_3365	CHLREDRAFT_344092	7e-12	estExt_fgenesh1_pg.C_chromosome_60078
Locus_7978_Transcript_8/10_Confidence_0.638_Length_3784	CHLREDRAFT_113757	3e-35	e_gwW.2.191.1
Locus_7978_Transcript_9/10_Confidence_0.468_Length_2290	CHLREDRAFT_417787	5e-37	pasa_Sanger_mRNA24092
Locus_7982_Transcript_1/1_Confidence_1.000_Length_2323	CHLREDRAFT_401396	7e-25	pasa_Sanger_mRNA28043
Locus_7988_Transcript_1/1_Confidence_1.000_Length_1344	CHLREDRAFT_135171	0.0	estExt_gwp_1W.C_90157
Locus_7996_Transcript_2/2_Confidence_0.667_Length_1266	CHLREDRAFT_381875	7e-101	estExt_fgenesh1_pm.C_180022
Locus_8000_Transcript_1/1_Confidence_1.000_Length_1980	CHLREDRAFT_172474	4e-07	fgenesh2_pg.C_scaffold_18000140
Locus_8009_Transcript_1/1_Confidence_1.000_Length_1160	CHLREDRAFT_126865	1e-108	estExt_gwp_1H.C_30327
Locus_8011_Transcript_1/1_Confidence_1.000_Length_613	CHLREDRAFT_395761	9e-45	pasa_Sanger_mRNA14541
Locus_8014_Transcript_1/2_Confidence_0.833_Length_774	CHLREDRAFT_142001	8e-91	Chlre2_kg.scaffold_5000411
Locus_8015_Transcript_1/1_Confidence_1.000_Length_1454	CHLREDRAFT_186935	4e-35	estExt_fgenesh2_pg.C_50368
Locus_8018_Transcript_1/1_Confidence_1.000_Length_788	CHLREDRAFT_104114	6e-79	e_gwH.26.60.1
Locus_8020_Transcript_1/1_Confidence_1.000_Length_1166	CHLREDRAFT_152683	0.0	Chlre2_kg.scaffold_50000017
Locus_8021_Transcript_2/2_Confidence_0.667_Length_1076	CHLREDRAFT_183306	5e-69	estExt_fgenesh2_kg.C_140037
Locus_8023_Transcript_1/1_Confidence_1.000_Length_1603	CHLREDRAFT_140543	0.0	estExt_gwp_1W.C_800006
Locus_8030_Transcript_1/2_Confidence_0.875_Length_1909	CHLREDRAFT_177689	2e-29	fgenesh2_pg.C_scaffold_44000033
Locus_8033_Transcript_2/2_Confidence_0.944_Length_2831	CHLREDRAFT_196061	1e-125	NFW_e_gwH.78.17.1
Locus_8034_Transcript_2/2_Confidence_0.833_Length_1153	CHLREDRAFT_152591	1e-41	Chlre2_kg.scaffold_48000015
Locus_8035_Transcript_1/2_Confidence_0.667_Length_853	CHLREDRAFT_151387	7e-120	Chlre2_kg.scaffold_38000125
Locus_8036_Transcript_1/1_Confidence_1.000_Length_658	CHLREDRAFT_188428	4e-14	estExt_fgenesh2_pg.C_100177
Locus_8052_Transcript_2/2_Confidence_0.769_Length_1722	CHLREDRAFT_418576	3e-69	pasa_Sanger_mRNA24207
Locus_8053_Transcript_1/1_Confidence_1.000_Length_1285	CHLREDRAFT_282340	2e-50	au.g896_t1
Locus_8055_Transcript_1/1_Confidence_1.000_Length_634	CHLREDRAFT_142494	2e-12	Chlre2_kg.scaffold_3000467
Locus_8058_Transcript_1/1_Confidence_1.000_Length_2494	CHLREDRAFT_196874	0.0	BTM_BTM_estExt_gwp_1H.C_660048
Locus_8059_Transcript_1/1_Confidence_1.000_Length_661	CHLREDRAFT_419419	9e-15	pasa_Sanger_mRNA23818
Locus_8062_Transcript_1/1_Confidence_1.000_Length_1300	CHLREDRAFT_184510	2e-51	estExt_fgenesh2_kg.C_260083
Locus_8069_Transcript_1/2_Confidence_0.800_Length_2327	CHLREDRAFT_154889	4e-17	Chlre2_kg.scaffold_95000012
Locus_8070_Transcript_1/1_Confidence_1.000_Length_1253	CHLREDRAFT_131998	0.0	estExt_gwp_1H.C_440002
Locus_8072_Transcript_1/1_Confidence_1.000_Length_1113	CHLREDRAFT_170818	5e-27	fgenesh2_pg.C_scaffold_14000268
Locus_8075_Transcript_2/2_Confidence_0.833_Length_904	CHLREDRAFT_205638	5e-40	SKA_fgenesh2_pg.C_scaffold_5000132
Locus_8085_Transcript_1/1_Confidence_1.000_Length_2303	CHLREDRAFT_195953	0.0	FER_fgenesh2_pg.C_scaffold_3000448
Locus_8087_Transcript_1/1_Confidence_1.000_Length_1021	CHLREDRAFT_154720	7e-64	Chlre2_kg.scaffold_87000031
Locus_8089_Transcript_2/2_Confidence_0.800_Length_952	CHLREDRAFT_148591	4e-11	Chlre2_kg.scaffold_21000204
Locus_8096_Transcript_3/4_Confidence_0.696_Length_2679	CHLREDRAFT_170081	5e-56	fgenesh2_pg.C_scaffold_12000140
Locus_8099_Transcript_1/1_Confidence_1.000_Length_1716	CHLREDRAFT_153782	2e-154	Chlre2_kg.scaffold_67000058
Locus_8101_Transcript_1/1_Confidence_1.000_Length_996	CHLREDRAFT_410403	8e-81	pasa_Sanger_mRNA36199
Locus_8103_Transcript_1/1_Confidence_1.000_Length_2241	CHLREDRAFT_98291	2e-84	e_gwH.6.291.1
Locus_8105_Transcript_1/1_Confidence_1.000_Length_1256	CHLREDRAFT_287335	3e-16	au.g5577_t1
Locus_8107_Transcript_1/1_Confidence_1.000_Length_2182	CHLREDRAFT_332608	4e-14	pg.chromosome_16_#_558
Locus_8108_Transcript_1/1_Confidence_1.000_Length_408	CHLREDRAFT_165778	6e-13	fgenesh2_pg.C_scaffold_8000055
Locus_8112_Transcript_1/1_Confidence_1.000_Length_1345	CHLREDRAFT_168285	7e-13	fgenesh2_pg.C_scaffold_4000336
Locus_8118_Transcript_2/2_Confidence_0.875_Length_4341	CHLREDRAFT_403462	0.0	pasa_Sanger_mRNA34534
Locus_8120_Transcript_1/1_Confidence_1.000_Length_1290	CHLREDRAFT_147409	2e-48	Chlre2_kg.scaffold_19000083
Locus_8121_Transcript_1/1_Confidence_1.000_Length_944	CHLREDRAFT_156888	2e-17	acegs_kg.scaffold_14000019
Locus_8124_Transcript_1/1_Confidence_1.000_Length_260	CHLREDRAFT_147347	1e-13	Chlre2_kg.scaffold_19000021
Locus_8130_Transcript_2/3_Confidence_0.333_Length_587	CHLREDRAFT_345122	1e-25	estExt_fgenesh1_pg.C_chromosome_80382
Locus_8132_Transcript_2/2_Confidence_0.778_Length_1659	CHLREDRAFT_399243	4e-17	pasa_Sanger_mRNA32690
Locus_8139_Transcript_1/1_Confidence_1.000_Length_1579	CHLREDRAFT_196925	0.0	MHS_MHS_estExt_gwp_1H.C_250124
Locus_8147_Transcript_1/1_Confidence_1.000_Length_1091	CHLREDRAFT_146504	2e-14	Chlre2_kg.scaffold_1000328
Locus_8148_Transcript_1/1_Confidence_1.000_Length_771	CHLREDRAFT_178244	2e-32	fgenesh2_pg.C_scaffold_50000050
Locus_8151_Transcript_1/1_Confidence_1.000_Length_250	CHLREDRAFT_288454	1e-19	au.g6621_t1
Locus_8161_Transcript_1/1_Confidence_1.000_Length_899	CHLREDRAFT_338585	2e-39	pm.chromosome_10_#_264
Locus_8162_Transcript_2/2_Confidence_0.750_Length_505	CHLREDRAFT_168675	6e-08	fgenesh2_pg.C_scaffold_2000321
Locus_8168_Transcript_2/4_Confidence_0.421_Length_1835	CHLREDRAFT_107530	4e-151	e_gwH.58.74.1
Locus_8173_Transcript_1/1_Confidence_1.000_Length_2586	CHLREDRAFT_397286	0.0	pasa_Sanger_mRNA14503
Locus_8178_Transcript_1/1_Confidence_1.000_Length_599	CHLREDRAFT_343248	7e-28	estExt_fgenesh1_pg.C_chromosome_30003
Locus_8180_Transcript_1/1_Confidence_1.000_Length_1379	CHLREDRAFT_205686	1e-149	SKA_fgenesh2_kg.C_scaffold_7000164
Locus_8181_Transcript_1/1_Confidence_1.000_Length_1424	CHLREDRAFT_379551	2e-44	estExt_fgenesh1_pm.C_chromosome_100206
Locus_8182_Transcript_1/6_Confidence_0.167_Length_469	CHLREDRAFT_111992	4e-11	e_gwW.5.124.1
Locus_8182_Transcript_3/6_Confidence_0.333_Length_493	CHLREDRAFT_154435	3e-21	Chlre2_kg.scaffold_81000029
Locus_8186_Transcript_1/1_Confidence_1.000_Length_2316	CHLREDRAFT_330047	3e-120	pg.chromosome_12_#_201
Locus_8187_Transcript_1/2_Confidence_0.667_Length_2644	CHLREDRAFT_196354	0.0	BTM_chlre3.69.14.1.1
Locus_8190_Transcript_1/1_Confidence_1.000_Length_335	CHLREDRAFT_300929	6e-22	kg.chromosome_2_#_368_#_XP_001701705.1
Locus_8194_Transcript_1/1_Confidence_1.000_Length_1428	CHLREDRAFT_381990	5e-135	estExt_fgenesh1_pm.C_220036
Locus_8195_Transcript_1/1_Confidence_1.000_Length_522	CHLREDRAFT_184380	1e-10	estExt_fgenesh2_kg.C_280018
Locus_8197_Transcript_6/6_Confidence_0.350_Length_1237	CHLREDRAFT_205576	7e-22	SKA_Chlre2_kg.scaffold_31000219
Locus_8199_Transcript_1/1_Confidence_1.000_Length_1435	CHLREDRAFT_183898	1e-116	estExt_fgenesh2_kg.C_190035
Locus_8201_Transcript_1/1_Confidence_1.000_Length_1705	CHLREDRAFT_422073	1e-44	pasa_Sanger_mRNA3409
Locus_8204_Transcript_1/1_Confidence_1.000_Length_1912	CHLREDRAFT_184701	0.0	estExt_fgenesh2_kg.C_300064
Locus_8205_Transcript_1/1_Confidence_1.000_Length_1008	CHLREDRAFT_134003	9e-53	estExt_gwp_1W.C_50161
Locus_8211_Transcript_1/1_Confidence_1.000_Length_1701	CHLREDRAFT_347673	1e-84	estExt_fgenesh1_pg.C_chromosome_170094
Locus_8215_Transcript_3/3_Confidence_0.600_Length_1384	CHLREDRAFT_182709	8e-45	estExt_fgenesh2_kg.C_20069
Locus_8217_Transcript_1/1_Confidence_1.000_Length_944	CHLREDRAFT_21310	1e-41	fgenesh1_pg.C_scaffold_76000017
Locus_8222_Transcript_3/3_Confidence_0.731_Length_2763	CHLREDRAFT_404463	0.0	pasa_Sanger_mRNA489
Locus_8229_Transcript_1/1_Confidence_1.000_Length_2342	CHLREDRAFT_104855	2e-73	e_gwH.34.66.1
Locus_8230_Transcript_1/1_Confidence_1.000_Length_1234	CHLREDRAFT_105469	7e-120	e_gwH.36.9.1
Locus_8233_Transcript_1/2_Confidence_0.800_Length_1692	CHLREDRAFT_309143	1e-26	kg.chromosome_7_#_828_#_XP_001692555.1
Locus_8235_Transcript_1/1_Confidence_1.000_Length_1178	CHLREDRAFT_376354	5e-38	estExt_fgenesh1_pm.C_chromosome_10168
Locus_8244_Transcript_1/1_Confidence_1.000_Length_2350	CHLREDRAFT_150712	2e-49	Chlre2_kg.scaffold_31000078
Locus_8250_Transcript_1/1_Confidence_1.000_Length_2789	CHLREDRAFT_100535	2e-67	e_gwH.13.101.1
Locus_8251_Transcript_2/2_Confidence_0.900_Length_3114	CHLREDRAFT_115751	5e-127	e_gwW.14.62.1
Locus_8253_Transcript_1/1_Confidence_1.000_Length_1364	CHLREDRAFT_206480	8e-150	OVA_Chlre2_kg.scaffold_56000032
Locus_8255_Transcript_2/2_Confidence_0.667_Length_1503	CHLREDRAFT_190824	3e-85	estExt_fgenesh2_pg.C_200130
Locus_8258_Transcript_1/1_Confidence_1.000_Length_2537	CHLREDRAFT_400743	5e-156	pasa_Sanger_mRNA27188
Locus_8260_Transcript_1/1_Confidence_1.000_Length_509	CHLREDRAFT_113366	4e-21	e_gwW.4.121.1
Locus_8262_Transcript_1/1_Confidence_1.000_Length_1726	CHLREDRAFT_130834	3e-167	estExt_gwp_1H.C_270078
Locus_8265_Transcript_3/3_Confidence_0.846_Length_2161	CHLREDRAFT_132719	0.0	estExt_gwp_1H.C_670038
Locus_8269_Transcript_1/1_Confidence_1.000_Length_1554	CHLREDRAFT_346836	1e-20	estExt_fgenesh1_pg.C_chromosome_130417
Locus_8270_Transcript_1/1_Confidence_1.000_Length_1624	CHLREDRAFT_166730	7e-14	fgenesh2_pg.C_scaffold_5000199
Locus_8278_Transcript_3/3_Confidence_0.714_Length_3322	CHLREDRAFT_346370	5e-156	estExt_fgenesh1_pg.C_chromosome_120674
Locus_8279_Transcript_1/1_Confidence_1.000_Length_918	CHLREDRAFT_206206	3e-44	OVA_fgenesh2_pg.C_scaffold_34000128
Locus_8284_Transcript_1/1_Confidence_1.000_Length_488	CHLREDRAFT_408060	2e-36	pasa_Sanger_mRNA35473
Locus_8289_Transcript_1/2_Confidence_0.667_Length_2575	CHLREDRAFT_113185	0.0	e_gwW.6.31.1
Locus_8292_Transcript_1/1_Confidence_1.000_Length_2202	CHLREDRAFT_141732	3e-49	Chlre2_kg.scaffold_5000142
Locus_8296_Transcript_1/1_Confidence_1.000_Length_547	CHLREDRAFT_414536	4e-13	pasa_Sanger_mRNA19143
Locus_8303_Transcript_1/1_Confidence_1.000_Length_481	CHLREDRAFT_147893	2e-08	Chlre2_kg.scaffold_20000035
Locus_8305_Transcript_1/2_Confidence_0.667_Length_1601	CHLREDRAFT_289570	9e-157	au.g7666_t1
Locus_8317_Transcript_1/1_Confidence_1.000_Length_969	CHLREDRAFT_398262	4e-123	pasa_Sanger_mRNA35191
Locus_8319_Transcript_3/4_Confidence_0.333_Length_652	CHLREDRAFT_411686	4e-10	pasa_Sanger_mRNA33942
Locus_8324_Transcript_1/1_Confidence_1.000_Length_1680	CHLREDRAFT_281885	3e-113	au.g475_t1
Locus_8326_Transcript_1/2_Confidence_0.600_Length_1339	CHLREDRAFT_205781	3e-59	OVA_Chlre2_kg.scaffold_36000008
Locus_8331_Transcript_1/1_Confidence_1.000_Length_439	CHLREDRAFT_397884	1e-07	pasa_Sanger_mRNA15382
Locus_8337_Transcript_2/2_Confidence_0.667_Length_1103	CHLREDRAFT_417182	1e-156	pasa_Sanger_mRNA19883
Locus_8355_Transcript_1/1_Confidence_1.000_Length_901	CHLREDRAFT_129362	2e-69	estExt_gwp_1H.C_10679
Locus_8365_Transcript_1/1_Confidence_1.000_Length_916	CHLREDRAFT_342384	3e-49	estExt_fgenesh1_pg.C_chromosome_10653
Locus_8366_Transcript_1/1_Confidence_1.000_Length_2070	CHLREDRAFT_399256	3e-08	pasa_Sanger_mRNA32868
Locus_8367_Transcript_4/4_Confidence_0.571_Length_1129	CHLREDRAFT_155309	2e-49	acegs_kg.scaffold_7000036
Locus_8368_Transcript_1/1_Confidence_1.000_Length_352	CHLREDRAFT_17531	8e-56	fgenesh1_pg.C_scaffold_31000263
Locus_8373_Transcript_1/1_Confidence_1.000_Length_1313	CHLREDRAFT_402428	3e-08	pasa_Sanger_mRNA28229
Locus_8379_Transcript_2/2_Confidence_0.833_Length_1425	CHLREDRAFT_417522	2e-139	pasa_Sanger_mRNA23276
Locus_8381_Transcript_2/2_Confidence_0.250_Length_1363	CHLREDRAFT_413615	5e-43	pasa_Sanger_mRNA11857
Locus_8383_Transcript_1/2_Confidence_0.750_Length_1175	CHLREDRAFT_137559	5e-55	estExt_gwp_1W.C_210163
Locus_8386_Transcript_1/1_Confidence_1.000_Length_946	CHLREDRAFT_391739	2e-14	pasa_Sanger_mRNA29253
Locus_8388_Transcript_1/2_Confidence_0.800_Length_944	CHLREDRAFT_205791	1e-09	OVA_OVA_estExt_fgenesh2_pg.C_380142
Locus_8389_Transcript_1/1_Confidence_1.000_Length_368	CHLREDRAFT_206086	8e-19	OVA_estExt_fgenesh2_kg.C_100089
Locus_8391_Transcript_1/1_Confidence_1.000_Length_1786	CHLREDRAFT_194359	2e-33	estExt_fgenesh2_pg.C_640007
Locus_8395_Transcript_1/1_Confidence_1.000_Length_1664	CHLREDRAFT_348212	4e-22	estExt_fgenesh1_pg.C_280017
Locus_8396_Transcript_1/1_Confidence_1.000_Length_1027	CHLREDRAFT_196565	4e-97	OVA_gwH.4.229.1
Locus_8401_Transcript_1/1_Confidence_1.000_Length_3289	CHLREDRAFT_405318	0.0	pasa_Sanger_mRNA2617
Locus_8410_Transcript_1/1_Confidence_1.000_Length_2007	CHLREDRAFT_188958	3e-26	estExt_fgenesh2_pg.C_120272
Locus_8414_Transcript_1/1_Confidence_1.000_Length_1395	CHLREDRAFT_172868	5e-10	fgenesh2_pg.C_scaffold_19000267
Locus_8419_Transcript_1/2_Confidence_0.800_Length_1619	CHLREDRAFT_113296	2e-174	e_gwW.4.219.1
Locus_8426_Transcript_1/1_Confidence_1.000_Length_779	CHLREDRAFT_400288	6e-66	pasa_Sanger_mRNA28673
